No,Nama Satker,Nomor Rekening,Nama Rekening,Tanggal Transaksi Terakhir,Saldo Akhir,Saldo Telah Menjadi Hak Negara,Saldo Rekening Antara untuk menampung pembayaran dari negara,Saldo Belum/tidak menjadi hak negara
2948,POLRES PELABUHAN TANJUNG PERAK,652506444911000                                                                                                                                                                                                                                 ,BPG 135 POLRES PELABUHAN TANJUNG PERAK,30/11/2024,429.970.000.00,"Rp450.019.528.201,00", , 
2949,POLRESTABES SURABAYA,8100126440651000                                                                                                                                                                                                                                ,BPG 135 POLRESTABES SURABAYA,30/11/2024,5.482.396.112.00,"Rp450.019.528.201,00", , 
2950,POLITEKNIK PENERBANGAN SURABAYA,8100125261811000                                                                                                                                                                                                                                ,BPG 135 POLTEKBANG SURABAYA,30/11/2024,34.485.650.00,"Rp450.019.528.201,00", , 
2951,POLITEKNIK KESEHATAN SURABAYA,9896686375881000                                                                                                                                                                                                                                ,BPG 135 POLTEKKES SBY,30/11/2024,180.786.718.00,"Rp450.019.528.201,00", , 
2952,POLITEKNIK PELAYARAN SURABAYA,9891465319541000                                                                                                                                                                                                                                ,BPG 135 POLTEKPEL SURABAYA,30/11/2024,50.833.387.00,"Rp450.019.528.201,00", , 
2953,PANGKALAN PENJAGAAN LAUT DAN PANTAI SURABAYA,650695358411000                                                                                                                                                                                                                                 ,BPG 135 PPLP TANJUNG PERAK SBY,30/11/2024,0.00,"Rp450.019.528.201,00", , 
2954,PENGADILAN TINGGI SURABAYA,653240981041000                                                                                                                                                                                                                                 ,BPG 135 PT SBY 098104,30/11/2024,0.00,"Rp450.019.528.201,00", , 
2955,PENGADILAN TINGGI SURABAYA,654440991321000                                                                                                                                                                                                                                 ,BPG 135 PT SBY 099132,30/11/2024,0.00,"Rp450.019.528.201,00", , 
2956,PENGADILAN TINGGI TATA USAHA NEGARA SURABAYA,653255489401000                                                                                                                                                                                                                                 ,BPG 135 PT TUN SBY 01,30/11/2024,0.00,"Rp450.019.528.201,00", , 
2957,PENGADILAN TINGGI TATA USAHA NEGARA SURABAYA,651555489411000,BPG 135 PT TUN SBY 05,30/11/2024,0.00,"Rp450.019.528.201,00", , 
2958,PENGADILAN TINGGI AGAMA SURABAYA,653243081701000                                                                                                                                                                                                                                 ,BPG 135 PTA SURABAYA QQ 01,30/11/2024,49.956.090.00,"Rp450.019.528.201,00", , 
2959,PENGADILAN TINGGI AGAMA SURABAYA,651543091251000,BPG 135 PTA SURABAYA QQ 04,30/11/2024,0.00,"Rp450.019.528.201,00", , 
2960,WINGDIK 700/HANUD,651663448151000                                                                                                                                                                                                                                 ,BPG 135 PUSDIKLAT HANUDNAS,30/11/2024,0.00,"Rp450.019.528.201,00", , 
2961,PUSAT VETERINER FARMA SURABAYA,8100122375511000                                                                                                                                                                                                                                ,BPG 135 PUSVETMA SBY,30/11/2024,12.601.526.00,"Rp450.019.528.201,00", , 
2962,RORENA POLDA JATIM,8100126786261000                                                                                                                                                                                                                                ,BPG 135 RORENA POLDA JATIM,30/11/2024,10.000.000.00,"Rp450.019.528.201,00", , 
2963,RO SDM POLDA JATIM,8100126439621000                                                                                                                                                                                                                                ,BPG 135 ROSDM POLDA JATIM,30/11/2024,69.129.500.00,"Rp450.019.528.201,00", , 
2964,RRI SURABAYA,652457001631000                                                                                                                                                                                                                                 ,"BPG 135 RRI 
SURABAYA",30/11/2024,45.863.649.00,"Rp450.019.528.201,00", , 
2965,RUMAH DETENSI IMIGRASI SURABAYA,8100126646331000                                                                                                                                                                                                                                ,BPG 135 RUDENIM SURABAYA,30/11/2024,8.920.730.00,"Rp450.019.528.201,00", , 
2966,RUMKIT BHAYANGKARA SURABAYA,652506511351000                                                                                                                                                                                                                                 ,BPG 135 RUMKIT BHAYANGKARA SBY 651135,30/11/2024,170.046.846.00,"Rp450.019.528.201,00", , 
2967,RUMAH TAHANAN NEGARA GRESIK,650925678691000                                                                                                                                                                                                                                 ,BPG 135 RUTAN GRESIK,30/11/2024,0.00,"Rp450.019.528.201,00", , 
2968,SPRIPIM POLDA JATIM,8100126438801000                                                                                                                                                                                                                                ,BPG 135 SPRIPIM POLDA JATIM,30/11/2024,12.800.000.00,"Rp450.019.528.201,00", , 
2969,STASIUN METEOROLOGI MARITIM PERAK II   SURABAYA,9890922890051000                                                                                                                                                                                                                                ,BPG 135 STAMET MRTM TJPERAK,30/11/2024,46.994.480.00,"Rp450.019.528.201,00", , 
2970,STASIUN METEOROLOGI SANGKAPURA   GRESIK,652564369051000                                                                                                                                                                                                                                 ,BPG 135 STAMET SANGAKAPR BAWEAN,30/11/2024,0.00,"Rp450.019.528.201,00", , 
2971,TVRI STASIUN JAWA TIMUR,651977002191000                                                                                                                                                                                                                                 ,BPG 135 TVRI STASIUN JAWA TIMUR,30/11/2024,216.170.853.00,"Rp450.019.528.201,00", , 
2972,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,80060004237701000,BPG 135 UIN SUNAN AMPEL SURABAYA,30/11/2024,266.934.817.00,"Rp450.019.528.201,00", , 
2973,YANMA POLDA JATIM,8100126439021000                                                                                                                                                                                                                                ,BPG 135 YANMA POLDA JATIM,30/11/2024,0.00,"Rp450.019.528.201,00", , 
2974,ZIDAM V/BRW,652813442641000                                                                                                                                                                                                                                 ,BPG 135 ZIDAM V/BRAWIJAYA,30/11/2024,34.140.000.00,"Rp450.019.528.201,00", , 
2975,DITRESNARKOBA POLDA JATIM,8100126511771000                                                                                                                                                                                                                                ,BPG135 DITRESNARKOBA POLDA JATIM,30/11/2024,2.254.225.00,"Rp450.019.528.201,00", , 
2976,DEPERINDAG JATIM,8100126907471000,BPG 135 DINPERINDAG JATIM ,30/11/2024,59.400.000.00,"Rp450.019.528.201,00", , 
2977,DINAS KELAUTAN DAN PERIKANAN PROVINSI JAWA TIMUR,8100126909741000,BPG 135 DKP PROV JATIM,30/11/2024,10.781.050.00,"Rp450.019.528.201,00", , 
2978,DINAS KELAUTAN DAN PERIKANAN PROVINSI JAWA TIMUR,8100126909291000,BPG 135 DKP PROV JATIM,30/11/2024,20.826.865.00,"Rp450.019.528.201,00", , 
2979,DINAS KELAUTAN DAN PERIKANAN PROVINSI JAWA TIMUR,8100126910121000,BPG 135 DINAS KP PROV JATIM,30/11/2024,28.775.400.00,"Rp450.019.528.201,00", , 
2980,DINAS KELAUTAN DAN PERIKANAN PROVINSI JAWA TIMUR,6910501000,BPG 135 DINAS KP PROV JATIM ,30/11/2024,25.000.000.00,"Rp450.019.528.201,00", , 
2981,RUMAH SAKIT UMUM PUSAT SURABAYA,8100126911691000,BPG 135 RSUP SURABAYA,30/11/2024,42.834.700.00,"Rp450.019.528.201,00", , 
2982,DINAS KELAUTAN DAN PERIKANAN PROVINSI JAWA TIMUR,0591911000,BPG 135 DKP PROV JAWA TIMUR,30/11/2024,34.274.350.00,"Rp450.019.528.201,00", , 
2983,DINAS KESEHATAN PROVINSI JAWA TIMUR,0500091002                                                                                                                                                                                                                                      ,BPP 135 DINKES JATIM 01 JKN,30/11/2024,132.612.996.00,"Rp450.019.528.201,00", , 
2984,DINAS KESEHATAN PROVINSI JAWA TIMUR,0500091001,BPP 135 DINKES JATIM 01 KESMAS,30/119/2024,128.964.920.00,"Rp450.019.528.201,00", , 
2985,DINAS KESEHATAN PROVINSI JAWA TIMUR,0500091004,BPP 135 DINKES JATIM 01 LATVOK,30/11/2024,348.964.920.00,"Rp450.019.528.201,00", , 
2986,DINAS KESEHATAN PROVINSI JAWA TIMUR,0500091003,BPP 135 DINKES JATIM 01 P3,30/11/2024,188.158.920.00,"Rp450.019.528.201,00", , 
2987,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,652744178181001                                                                                                                                                                                                                                 ,BPP 135 MIN 1 SURABAYA,30/11/2024,39.100.000.00,"Rp450.019.528.201,00", , 
2988,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,652744178181002                                                                                                                                                                                                                                 ,BPP 135 MIN 2 SURABAYA,30/11/2024,59.100.000.00,"Rp450.019.528.201,00", , 
2989,BALAI BESAR LABORATORIUM KESEHATAN MASYARAKAT SURABAYA,7000000196697227,L 135 BLU BBLKM SURABAYA UNTUK OPS,30/11/2024,2.000.000.000.00,"Rp450.019.528.201,00", , 
2990,BALAI BESAR LABORATORIUM KESEHATAN MASYARAKAT SURABAYA,6776222222,L 135 BLU BBLKM SURABAYA UNTUK OPS,30/11/2024,416.460.089.70,"Rp450.019.528.201,00", , 
2991,BALAI BESAR LABORATORIUM KESEHATAN MASYARAKAT SURABAYA,1420044477767                                                                                                                                                                                                                                   ,L 135 BLU BBLKM SURABAYA UNTUK OPS,30/11/2024,7.900.383.948.82,"Rp450.019.528.201,00", , 
2992,BARISTAND INDUSTRI SURABAYA,0005801302024004,L 135 BLU BSPJI SB,30/11/2024,0.00,"Rp450.019.528.201,00", , 
2993,BARISTAND INDUSTRI SURABAYA,2023555566                                                                                                                                                                                                                                      ,L 135 BLU BSPJI SURABAYA UNTUK DK,30/11/2024,0.00,"Rp450.019.528.201,00", , 
2994,BARISTAND INDUSTRI SURABAYA,2023312023                                                                                                                                                                                                                                      ,L 135 BLU BSPJI SURABAYA UNTUK OPS KEL,30/11/2024,0.00,"Rp450.019.528.201,00", , 
2995,BARISTAND INDUSTRI SURABAYA,2023192000                                                                                                                                                                                                                                      ,L 135 BLU BSPJI SURABAYA UNTUK OPS PNR,30/11/2024,0.00,"Rp450.019.528.201,00", , 
2996,POLITEKNIK KESEHATAN SURABAYA,7800077881                                                                                                                                                                                                                                      ,L 135 BLU POLTEKKES SBY UNTUK DK,30/11/2024,0.00,"Rp450.019.528.201,00", , 
2997,POLITEKNIK KESEHATAN SURABAYA,1345838227                                                                                                                                                                                                                                      ,L 135 BLU POLTEKKES SBY UNTUK OPS,30/11/2024,0.00,"Rp450.019.528.201,00", , 
2998,POLITEKNIK KESEHATAN SURABAYA,6800066887                                                                                                                                                                                                                                      ,L 135 BLU POLTEKKES SBY UNTUK OPS,30/11/2024,0.00,"Rp450.019.528.201,00", , 
2999,POLITEKNIK KESEHATAN SURABAYA,7031669999                                                                                                                                                                                                                                      ,L 135 BLU POLTEKKES SBY UNTUK OPS,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3000,POLITEKNIK KESEHATAN SURABAYA,3332200003                                                                                                                                                                                                                                      ,L 135 BLU POLTEKKES SBY UNTUK PKD,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3001,POLITEKNIK PELAYARAN SURABAYA,0000039301300003464                                                                                                                                                                                                                             ,L 135 BLU POLTEKPEL SBY UNTUK DK,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3002,POLITEKNIK PELAYARAN SURABAYA,0000039301300003472                                                                                                                                                                                                                             ,L 135 BLU POLTEKPEL SBY UNTUK OPS,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3003,POLITEKNIK PELAYARAN SURABAYA,39301300003480,L 135 BLU POLTEKPEL SBY UNTUK OPS,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3004,PUSAT VETERINER FARMA SURABAYA,1420014816713                                                                                                                                                                                                                                   ,L 135 BLU PUSVETMA UNTUK DK,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3005,PUSAT VETERINER FARMA SURABAYA,1420016175423                                                                                                                                                                                                                                   ,L 135 BLU PUSVETMA UNTUK OPS,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3006,PUSAT VETERINER FARMA SURABAYA,1420014816739                                                                                                                                                                                                                                   ,L 135 BLU PUSVETMA UNTUK PKE,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3007,PUSAT VETERINER FARMA SURABAYA,1420014816689                                                                                                                                                                                                                                   ,L 135 BLU PUSVETMA. UNTUK OPS,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3008,PUSAT VETERINER FARMA SURABAYA,0005801400043588                                                                                                                                                                                                                                   ,L 135 BLU PUSVETMA. UNTUK PKD,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3009,PUSAT VETERINER FARMA SURABAYA,097601004752408                                                                                                                                                                                                          ,L 135 BLU PUSVETMA. UNTUK PKD,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3010,PUSAT VETERINER FARMA SURABAYA,0005801400044885,L 135 BLU PUSVETMA. UNTUK PKD,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3011,PUSAT VETERINER FARMA SURABAYA,0005801400044893,L 135 BLU PUSVETMA. UNTUK PKD,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3012,RUMKIT BHAYANGKARA SURABAYA,1420018901297                                                                                                                                                                                                                                   ,L 135 BLU RS BHAYANGKARA UNTUK DK,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3013,RUMKIT BHAYANGKARA SURABAYA,7031444446                                                                                                                                                                                                                                      ,L 135 BLU RS BHAYANGKARA UNTUK OPS,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3014,RUMKIT BHAYANGKARA SURABAYA,108680                                                                                                                                                                                                                                          ,L 135 BLU RS BHAYANGKARA UNTUK PKD,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3015,RUMKIT BHAYANGKARA SURABAYA,3000066498                                                                                                                                                                                                                                        ,L 135 BLU RUMKIT BHAYANGKARA UNTUK PKD,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3016,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,6101888889                                                                                                                                                                                                                                      ,L 135 BLU UINSA UNTUK DK,30/11/2024,46.788.126.57,"Rp450.019.528.201,00", , 
3017,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,6101010109                                                                                                                                                                                                                                      ,L 135 BLU UINSA UNTUK DK KS,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3018,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,0006401300000564,L 135 BLU UINSA UNTUK OPS FAH,30/11/2024,2.645.000.00,"Rp450.019.528.201,00", , 
3019,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,0006401300000530,L 135 BLU UINSA UNTUK OPS FDK,30/11/2024,17.709.100.00,"Rp450.019.528.201,00", , 
3020,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,0006401300000629,L 135 BLU UINSA UNTUK OPS FEBI,30/11/2024,24.868.039.00,"Rp450.019.528.201,00", , 
3021,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,0006401300000637                                                                                                                                                                                                                                ,L 135 BLU UINSA UNTUK OPS FISIP,30/11/2024,71.493.940.00,"Rp450.019.528.201,00", , 
3022,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,0006401300000645                                                                                                                                                                                                                                ,L 135 BLU UINSA UNTUK OPS FPK,30/11/2024,10.470.430.00,"Rp450.019.528.201,00", , 
3023,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,0006401300000611,L 135 BLU UINSA UNTUK OPS FSAINTEK,30/11/2024,27.756.413.00,"Rp450.019.528.201,00", , 
3024,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,0006401300000548,L 135 BLU UINSA UNTUK OPS FSH,30/11/2024,2.492.800.00,"Rp450.019.528.201,00", , 
3025,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,0006401300000572,L 135 BLU UINSA UNTUK OPS FTK,30/11/2024,92.824.314.00,"Rp450.019.528.201,00", , 
3026,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,0006401300000580,L 135 BLU UINSA UNTUK OPS FUF,30/11/2024,7.500.000.00,"Rp450.019.528.201,00", , 
3027,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,0006401300000556,L 135 BLU UINSA UNTUK OPS KANTOR PUSAT,30/11/2024,34.936.019.00,"Rp450.019.528.201,00", , 
3028,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,0006401300000598,L 135 BLU UINSA UNTUK OPS PASCASARJANA,30/11/2024,5.962.871.00,"Rp450.019.528.201,00", , 
3029,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,0006401400015760                                                                                                                                                                                                                                ,L 135 BLU UINSA UNTUK PKD,30/11/2024,25.000.000.000.00,"Rp450.019.528.201,00", , 
3030,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,7000000161172825                                                                                                                                                                                                                                ,L 135 BLU UINSA UNTUK PKD,30/11/2024,25.000.000.000.00,"Rp450.019.528.201,00", , 
3031,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,7000000161173098,L 135 BLU UINSA UNTUK PKD,30/11/2024,25.000.000.000.00,"Rp450.019.528.201,00", , 
3032,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,7010132811,L 135 BLU UINSA UNTUK PKD,30/11/2024,20.000.000.000.00,"Rp450.019.528.201,00", , 
3033,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,BB20600/A019851                                                                                                                                                                                                                                 ,L 135 BLU UINSA UNTUK PKD,30/11/2024,25.000.000.000.00,"Rp450.019.528.201,00", , 
3034,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,BB20600/A019852                                                                                                                                                                                                                                 ,L 135 BLU UINSA UNTUK PKD,30/11/2024,25.000.000.000.00,"Rp450.019.528.201,00", , 
3035,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,0006401300009990                                                                                                                                                                                                                             ,L 135 BLU UINSA UTK DK PPB,30/11/2024,299.898.747.81,"Rp450.019.528.201,00", , 
3036,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,6688000007                                                                                                                                                                                                                                      ,L 135 BLU UINSA UTK OPS PNBP,30/11/2024,1.961.271.637.82,"Rp450.019.528.201,00", , 
3037,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,1170001172                                                                                                                                                                                                                                      ,L 135 BLU UINSA UTK OPS UKT,30/11/2024,21.874.696.048.51,"Rp450.019.528.201,00", , 
3038,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,6101555551                                                                                                                                                                                                                                      ,L 135 BLU UINSA UTK OPS UKT,30/11/2024,760.368.918.67,"Rp450.019.528.201,00", , 
3039,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,610188889,L 135 BLU UINSA UTK DK,30/11/2024,46.788.126.57,"Rp450.019.528.201,00", , 
3040,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,7000000179472238,L 135 BLU UINSA UTK PKD,30/11/2024,21.000.000.000.00,"Rp450.019.528.201,00", , 
3041,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,A017761/BB20600,L 135 BLU UINSA UTK PKD,30/11/2024,5.000.000.000.00,"Rp450.019.528.201,00", , 
3042,RUMKIT BHAYANGKARA SURABAYA,00000008681386818                                                                                                                                                                                                                               ,L 135 RS BHAY SAMSOERI UTK OPRSL BLU,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3043,RUMKIT BHAYANGKARA SURABAYA,00000006616816868                                                                                                                                                                                                                               ,L 135 RS BHAY SAMSOERI UTKOPRLBLUPNRM,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3044,RUMKIT BHAYANGKARA SURABAYA,115601000121301                                                                                                                                                                                                                                 ,L 135 RS BHAY SAMSOERI UTKPLLKAS BLU,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3045,RUMKIT BHAYANGKARA SURABAYA,115601001861409                                                                                                                                                                                                                                 ,L 135 BLU RS BHAYANGKARA UNTUK PKD,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3046,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,0006401300000433,L 135 BLU UINSA UNTUK DK,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3047,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,0006401300000077,L 135 BLU UINSA UNTUK OPS,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3048,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,0006401300000467,L 135 BLU UINSA UNTUK OPS,30/11/2024,12.539.165.017.88,"Rp450.019.528.201,00", , 
3049,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,0006401300000289                                                                                                                                                                                                                                ,L 135 BLU UINSA UNTUK DK,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3050,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,0011246354,L 135 BLU UINSA UNTUK DK,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3051,POLITEKNIK PENERBANGAN SURABAYA,3697272742                                                                                                                                                                                                  ,L 135 BLU POLTEKBANG UNTUK OPS,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3052,POLITEKNIK PENERBANGAN SURABAYA,3697272731,L 135 BLU POLTEKBANG UNTUK OPS,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3053,POLITEKNIK KESEHATAN SURABAYA,1420049900888                                                                                                                                                                                                                                   ,L 135 BLU POLTEKES SBY UNTUK DK,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3054,POLITEKNIK KESEHATAN SURABAYA,00000000337885184                                                                                                                                                                                                                               ,L 135 BLU POLTEKES SBY UNTUK OPS,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3055,RUMKIT BHAYANGKARA SURABAYA,AB00277658/7000000185911009,L 135 BLU RUMKIT BHAYANGKARA UNTUK PKD,30/11/2024,254.090.350.00,"Rp450.019.528.201,00", , 
3056,RUMKIT BHAYANGKARA SURABAYA,AB00277659/7000000185911041,L 135 BLU RUMKIT BHAYANGKARA UNTUK PKD,30/11/2024,254.090.350.00,"Rp450.019.528.201,00", , 
3057,RUMKIT BHAYANGKARA SURABAYA,AB00277660/7000000186296472,L 135 BLU RUMKIT BHAYANGKARA UNTUK PKD,30/11/2024,254.090.350.00,"Rp450.019.528.201,00", , 
3058,POLITEKNIK PENERBANGAN SURABAYA,3697272720,L 135 BLU POLTEKBANG UNTUK DK,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3059,POLITEKNIK PENERBANGAN SURABAYA,0488818656,L 135 BLU POLTEKBANG UNTUK PKD,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3060,POLITEKNIK PENERBANGAN SURABAYA,7000000105800155                                                                                                                                                                                                                                ,L 135 BLU POLTEKBANG UNTUK PKD,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3061,POLITEKNIK KESEHATAN SURABAYA,AB00279116/7000000186620962,L 135 BLU POLTEKKES SBY UNTUK PKD,30/11/2024,1.347.394.249.00,"Rp450.019.528.201,00", , 
3062,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,003683211902,L 135 BLU UINSA UNTUK PKD,30/11/2024,10.000.000.000.00,"Rp450.019.528.201,00", , 
3063,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,003683211845,L 135 BLU UINSA UNTUK PKD,30/11/2024,5.000.000.000.00,"Rp450.019.528.201,00", , 
3064,BIDKEU POLDA JATIM,201300014761,L 135 PDHL BIDKEU UTK 26WJHYXA,30/11/2024,18.467.582.112.00,"Rp450.019.528.201,00", , 
3065,BIDKEU POLDA JATIM,6666020233                                                                                                                                                                                                                                      ,L135 PDHL BIDKEU UTK2RHFFQVA,30/09/2024,0.00,"Rp450.019.528.201,00", , 
3066,BNN KAB PASURUAN,0231008870,L 135 PDHL BNN KAB PASURUAN UNTUK 2KK7QCKA,30/09/2024,175.000.000.00,"Rp450.019.528.201,00", , 
3067,POLRESTABES SURABAYA,0000201300014907,L 135 PDHL POLRESTABES UTK 23JHDT4A,30/11/2024,3.682.396.112.00,"Rp450.019.528.201,00", , 
3068,KODIM 0832,0011302904,L 135 PDHL KODIM 0832 UTK 2B5J2TCA,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3069,KODIM 0830,0011302891,L 135 PDHL KODIM 0830 UTK 24RTCXMA,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3070,KODIM 0831,0011302882,L 135 PDHL KODIM 0831 UTK 2DWB1P7A,30/11/2024,14.00,"Rp450.019.528.201,00", , 
3071,KOREM 084,0251091986,L 135 PDHL KOREM 084 UTK 2N4D1TPA,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3072,POLRES TJ PERAK SURABAYA,087601000007308,L 135 PDHL POLRES PELABUHAN TJ PERAK UTK 2GBT8Y6A,30/11/2024,109.970.000.00,"Rp450.019.528.201,00", , 
3073,POLRES GRESIK,002601004802303,L 135 PDHL POLRESGRESIK UTK 2U5DZPSA,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3074,POLRES GRESIK,002601004812308,L 135 PDHL POLRESGRESIK UTK 29Y3JBMA,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3075,KOREM 084,0071058832,L 135 PDHL KOREM 084 UTK 2XAP8GXA,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3076,KOREM 084,0181070064,L 135 PDHL KOREM 084 UTK 2NEB511A,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3077,BIDKEU POLDA JATIM,0000201300014923,L 135 PDHL BIDKEU UTK 285AK5AA,30/11/2024,18.467.582.112.00,"Rp450.019.528.201,00", , 
3078,MAKODAM V/BRW,1410024867707,L135 PDHL KODAMV UTK 2DT6PEAA,30/11/2024,15.906.497.450.00,"Rp450.019.528.201,00", , 
3079,MAKODAM V/BRW,1410024958514,L135 PDHL KODAMV UTK 28WFRQTA,30/11/2024,20.718.290.450.00,"Rp450.019.528.201,00", , 
3080,BNN KAB GRESIK,0271042221,L 135 PDHL BNN KAB GRESIK UTK 24CBZKHA,30/11/2024,0.00,"Rp450.019.528.201,00", , 
3081,BIDKEU POLDA JATIM,0651009677,L 135 PDHL BIDKEU UTK 22LHVQ5A,30/11/2024,33.552.075.262.00,"Rp450.019.528.201,00", , 
3082,PA GRESIK,002601004883309,L 135 PDHL PA GRESIK UTK 275ESBKA,30/09/2024,600.000.000.00,"Rp450.019.528.201,00", , 
3083,BALAI PENDIDIKAN DAN PELATIHAN KEAGAMAAN SURABAYA,0371002464                                                                                                                                                                                                                                      ,L 135 KS BDK AGAMA UTK KMPT,30/09/2024,474.614.80,"Rp450.019.528.201,00", , 
3084,BIDKEU POLDA JATIM,1400001006510,L 135 PS BIDKEU UNTUK KONTIJENSI,30/11/2024,33.552.539.804.00, ,"Rp113.119.901.960,00", 
3085,BIDKEU POLDA JATIM,6000882023                                                                                                                                                                                                                                      ,L 135 PS BIDKEU UNTUK TUKIN2,30/11/2024,33.552.539.804.00, ,"Rp113.119.901.960,00", 
3086,BIDKEU POLDA JATIM,1410023984875                                                                                                                                                                                                                                   ,L 135 PS BIDKEU UNTUK TUKIN3,30/11/2024,33.552.539.804.00, ,"Rp113.119.901.960,00", 
3087,BIDKEU POLDA JATIM,41201001268309,L 135 PS BIDKEU UNTUK TUNKIN,30/09/2024,0.00, ,"Rp113.119.901.960,00", 
3088,BIDDOKKES POLDA JATIM,1410021536412                                                                                                                                                                                                                                   ,L 135 PS BIDOKKES UNTUK RIKKES,30/09/2024,0.00, ,"Rp113.119.901.960,00", 
3089,BIDDOKKES POLDA JATIM,1410052056553                                                                                                                                                                                                                                   ,L 135 PS BIDOKKES UTK RIKKESRIM IPDN,30/09/2024,0.00, ,"Rp113.119.901.960,00", 
3090,DITRESKRIMUM POLDA JATIM,041201001737308                                                                                                                                                                                                                                 ,L 135 PS DITRESKRIMUM UNTUK B BUKTI,30/09/2024,11.905.320.548.00, ,"Rp113.119.901.960,00", 
