No,Nama Satker,Nomor Rekening,Nama Rekening,Tanggal Transaksi Terakhir,Saldo Akhir,Saldo Telah Menjadi Hak Negara,Saldo Rekening Antara untuk menampung pembayaran dari negara,Saldo Belum/tidak menjadi hak negara
3083.0,BALAI PENDIDIKAN DAN PELATIHAN KEAGAMAAN SURABAYA,0371002464                                                                                                                                                                                                                                      ,L 135 KS BDK AGAMA UTK KMPT,30/09/2024,47461480.0,0.0,0.0,0.0
3084.0,BIDKEU POLDA JATIM,1400001006510,L 135 PS BIDKEU UNTUK KONTIJENSI,30/11/2024,3355253980400.0,0.0,0.0,0.0
3085.0,BIDKEU POLDA JATIM,6000882023                                                                                                                                                                                                                                      ,L 135 PS BIDKEU UNTUK TUKIN2,30/11/2024,3355253980400.0,0.0,0.0,0.0
3086.0,BIDKEU POLDA JATIM,1410023984875                                                                                                                                                                                                                                   ,L 135 PS BIDKEU UNTUK TUKIN3,30/11/2024,3355253980400.0,0.0,0.0,0.0
3087.0,BIDKEU POLDA JATIM,41201001268309,L 135 PS BIDKEU UNTUK TUNKIN,30/09/2024,0.0,0.0,0.0,0.0
3088.0,BIDDOKKES POLDA JATIM,1410021536412                                                                                                                                                                                                                                   ,L 135 PS BIDOKKES UNTUK RIKKES,30/09/2024,0.0,0.0,0.0,0.0
3089.0,BIDDOKKES POLDA JATIM,1410052056553                                                                                                                                                                                                                                   ,L 135 PS BIDOKKES UTK RIKKESRIM IPDN,30/09/2024,0.0,0.0,0.0,0.0
3090.0,DITRESKRIMUM POLDA JATIM,041201001737308                                                                                                                                                                                                                                 ,L 135 PS DITRESKRIMUM UNTUK B BUKTI,30/09/2024,1190532054800.0,0.0,0.0,0.0
3091.0,BIDPROPAM POLDA JATIM,041201001827307                                                                                                                                                                                                                                 ,L135 PS BIDPROPAM POLDA JATIM UTK BB,30/11/2024,55696200000.0,0.0,0.0,0.0
3092.0,BALAI HARTA PENINGGALAN SURABAYA,4000505051,L 135 PDT BHP SURABAYA UNTUK UPK,30/11/2024,0.0,0.0,0.0,0.0
3093.0,PENGADILAN AGAMA BAWEAN,741501000006307,L 135 PDT PA BWN UTK BIAYA PERKARA,30/11/2024,0.0,0.0,0.0,0.0
3094.0,PENGADILAN AGAMA GRESIK,7136107668,L 135 PDT PA GRESIK UTK B PERKARA,30/11/2024,0.0,0.0,0.0,0.0
3095.0,PENGADILAN AGAMA SURABAYA,5801303333333,L 135 PDT PA SURAB,30/11/2024,0.0,0.0,0.0,0.0
3096.0,PENGADILAN NEGERI GRESIK,6101300003748,L 135 PN Gresik Kelas I A,30/11/2024,0.0,0.0,0.0,0.0
3097.0,PENGADILAN NEGERI SURABAYA,39301300002044,L 135 PN TIPIKOR SURABAYA KLAS IA KHUSUS UTK PDT BIAYA PERKARA,30/11/2024,0.0,0.0,0.0,0.0
3098.0,PENGADILAN TINGGI SURABAYA,009601000038301                                                                                                                                                                                                                                 ,L 135 PT SURABAYA UTK PDT,30/11/2024,0.0,0.0,0.0,0.0
3099.0,PENGADILAN TINGGI AGAMA SURABAYA,058401000437300                                                                                                                                                                                                                                 ,L 135 PTA SURABAYA UTK PDT BIAYA PERKARA,30/11/2024,0.0,0.0,0.0,0.0
3100.0,PENGADILAN TINGGI TATA USAHA NEGARA SURABAYA,00000000772774770                                                                                                                                                                                                                               ,L 135 PTTUN SURABYA UTK PDT BIAYA PERKARA,30/11/2024,0.0,0.0,0.0,0.0
3101.0,BALAI HARTA PENINGGALAN SURABAYA,9909009992,L 135 BHP SBY UTK PDT KEPAILITAN,30/11/2024,26129030300.0,0.0,0.0,0.0
3102.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,23001003349307                                                                                                                                                                                                                                  ,BPN 088 POLRES METRO JAKPUS,31/12/2024,0.0,0.0,0.0,0.0
3103.0,ASRAMA HAJI SURABAYA,1420023736662                                                                                                                                                                                                                               ,BPN 135 ASRAMA HAJI SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3104.0,ASRAMA HAJI SURABAYA,1420014638422                                                                                                                                                                                                                                   ,BPN 135 ASRAMA HAJI SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3105.0,BALAI KARANTINA IKAN. PENGENDALIAN MUTU DAN KEAMANAN HASIL PERIKANAN KELAS I SURABAYA II,032801001198309                                                                                                                                                                                                                                 ,BPN 135 BKIPMKHP KELAS I SURABAYA II,31/12/2024,0.0,0.0,0.0,0.0
3106.0,BALAI PENGAMANAN ALAT DAN FASILITAS KESEHATAN SURABAYA,1420004582184                                                                                                                                                                                                                                   ,BPN 135 BPFK SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3107.0,DITINTELKAM POLDA JATIM,009601003646307                                                                                                                                                                                                                                 ,BPN 135 DITINTELKAM POLDA JATIM,31/12/2024,0.0,0.0,0.0,0.0
3108.0,DITLANTAS POLDA JATIM,00000000960100161                                                                                                                                                                                                                               ,BPN 135 DITLANTAS POLDA JATIM,31/12/2024,0.0,0.0,0.0,0.0
3109.0,DITLANTAS POLDA JATIM,009601001616306                                                                                                                                                                                                                                 ,BPN 135 DITLANTAS POLDA JATIM,31/12/2024,0.0,0.0,0.0,0.0
3110.0,DITPAMOBVIT POLDA JAWA TIMUR,00000000588773594                                                                                                                                                                                                                               ,BPN 135 DITPAMOBVIT POLDA JATIM,31/12/2024,0.0,0.0,0.0,0.0
3111.0,LANUD SURABAYA,008601002446303                                                                                                                                                                                                                                 ,BPN 135 LANUD SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3112.0,POLRES GRESIK,008601002446303                                                                                                                                                                                                                                 ,BPN 135 POLRES GRESIK,31/12/2024,0.0,0.0,0.0,0.0
3113.0,POLRES PELABUHAN TANJUNG PERAK,032801002678302                                                                                                                                                                                                                                 ,BPN 135 POLRES PELABUHAN TANJUNG PERAK,31/12/2024,0.0,0.0,0.0,0.0
3114.0,POLRESTABES SURABAYA,09601004717305,BPN 135 POLRESTABES SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3115.0,POLRESTABES SURABAYA,021101000651305,BPN 135 POLRESTABES SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3116.0,RUMAH SAKIT UMUM PUSAT SURABAYA,1400099999378,BPN 135 RSUP SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3117.0,POLRES GRESIK,9898986444590000,BPN 136 POLRES GRESIK,31/12/2024,0.0,0.0,0.0,0.0
3118.0,POLRES GRESIK,2601000586303,BPN 135 POLRES GRESIK,31/12/2024,0.0,0.0,0.0,0.0
3119.0,ASRAMA HAJI SURABAYA,8100123525441000                                                                                                                                                                                                                                ,BPG 135 ASRAMA HAJI SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3120.0,STASIUN KARANTINA PERTANIAN KELAS II BANGKALAN,8100125673711000,BPG 135 STAS KARANTN PERTAN BANGKALAN,31/12/2024,0.0,0.0,0.0,0.0
3121.0,BALAI BESAR PENGAWAS OBAT DAN MAKANAN SURABAYA,650234327841000                                                                                                                                                                                                                                 ,BPG 135 BALAI BPOM SBY,31/12/2024,0.0,0.0,0.0,0.0
3122.0,BALAI HARTA PENINGGALAN SURABAYA,9890680992991000,BPG 135 BALAI HARTA PENINGGALAN SBY,31/12/2024,0.0,0.0,0.0,0.0
3123.0,BALAI TEKNIK PERKERETAAPIAN WILAYAH JAWA BAGIAN TIMUR,9891504673371000                                                                                                                                                                                                                                ,BPG 135 BALAI TEKNIK PKERETAAPIAN JATIM,31/12/2024,0.0,0.0,0.0,0.0
3124.0,BALAI MONITOR SPEKTRUM FREKUENSI RADIO  KELAS II DI SURABAYA,8100126134131000                                                                                                                                                                                                                                ,BPG 135 BALMON SPEKTRUM FREK RADIO SBY,31/12/2024,0.0,0.0,0.0,0.0
3125.0,BAPPEDA PROVINSI JAWA TIMUR,80005000500601000                                                                                                                                                                                                                               ,BPG 135 BAPPEDA JATIM 050060,31/12/2024,0.0,0.0,0.0,0.0
3126.0,BAPPEDA PROVINSI JAWA TIMUR,9890244841541000,BPG 135 BAPPEDA PROV JATIM,31/12/2024,0.0,0.0,0.0,0.0
3127.0,BARISTAND INDUSTRI SURABAYA,9891152472111000,BPG 135 BARISTAND INDUSTRI SBY,31/12/2024,0.0,0.0,0.0,0.0
3128.0,BALAI BESAR KEKARANTINAAN KESEHATAN SURABAYA,9890384161201000,BPG 135 BBKK SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3129.0,BALAI BESAR LABORATORIUM KESEHATAN MASYARAKAT SURABAYA,8100126907831000,BPG 135 BBLKM SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3130.0,BALAI DIKLAT INDUSTRI SURABAYA,8100125793441000,BPG 135 BDI SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3131.0,BALAI PENDIDIKAN DAN PELATIHAN KEAGAMAAN SURABAYA,653214253811000                                                                                                                                                                                                                                 ,BPG 135 BDK KEAGAMAAN SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3132.0,BEKANGDAM V/BRW,652813442651000                                                                                                                                                                                                                                 ,BPG 135 BEKANGDAM V/BRAWIJAYA,31/12/2024,0.0,0.0,0.0,0.0
3133.0,BID TIK POLDA JATIM,8100126511211000                                                                                                                                                                                                                                ,BPG 135 BID TI POLDA JATIM,31/12/2024,0.0,0.0,0.0,0.0
3134.0,BIDDOKKES POLDA JATIM,8100126440301000                                                                                                                                                                                                                                ,BPG 135 BIDDOKKES POLDA JATIM,31/12/2024,0.0,0.0,0.0,0.0
3135.0,BIDHUMAS POLDA,8100125367421000                                                                                                                                                                                                                                ,BPG 135 BIDHUMAS POLDA JATIM,31/12/2024,0.0,0.0,0.0,0.0
3136.0,BIDKEU POLDA JATIM,654606440231000                                                                                                                                                                                                                                 ,BPG 135 BIDKEU POLDA JATIM,31/12/2024,0.0,0.0,0.0,0.0
3137.0,BIDKEU POLDA JATIM,8100126440231000,BPG 135 BIDKEU POLDA JATIM,31/12/2024,973511052700.0,0.0,0.0,0.0
3138.0,BIDKUM POLDA,8100125367411000,BPG 135 BIDKUM POLDA JATIM,31/12/2024,0.0,0.0,0.0,0.0
3139.0,BIDPROPAM POLDA JATIM,652376511141000                                                                                                                                                                                                                                 ,BPG 135 BIDPROPAM POLDA JATIM,31/12/2024,55696200000.0,0.0,0.0,0.0
3140.0,ROLOG POLDA JATIM,8100126439901000                                                                                                                                                                                                                                ,BPG 135 BIRO SARAS POLDA JATIM,31/12/2024,0.0,0.0,0.0,0.0
3141.0,ROOPS POLDA JATIM,8100126438941000                                                                                                                                                                                                                                ,BPG 135 BIROOPS POLDA JATIM,31/12/2024,0.0,0.0,0.0,0.0
3142.0,BALAI KARANTINA IKAN. PENGENDALIAN MUTU DAN KEAMANAN HASIL PERIKANAN KELAS I SURABAYA II,8100126497881000                                                                                                                                                                                                                                ,BPG 135 BKIPMKHP SURABAYA II,31/12/2024,0.0,0.0,0.0,0.0
3143.0,BADAN NARKOTIKA NASIONAL KABUPATEN GRESIK,8100126896391000                                                                                                                                                                                                                                ,BPG 135 BNN KAB GRESIK,31/12/2024,0.0,0.0,0.0,0.0
3144.0,BADAN NARKOTIKA NASIONAL KABUPATEN PASURUAN,8100124037151000                                                                                                                                                                                                                                ,BPG 135 BNN PASURUAN,31/12/2024,0.0,0.0,0.0,0.0
3145.0,BALAI PENGAMANAN ALAT DAN FASILITAS KESEHATAN SURABAYA,8100126908051000,BPG 135 BPAFK SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3146.0,BALAI PENGAMANAN FASILITAS KESEHATAN SURABAYA,8100125527131000                                                                                                                                                                                                                                ,BPG 135 BPFK SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3147.0,BALAI PENGELOLA TRANSPORTASI DARAT WILAYAH XI,9891204038511000                                                                                                                                                                                                                                ,BPG 135 BPTD WILAYAH XI PROVINSI JATIM,31/12/2024,0.0,0.0,0.0,0.0
3148.0,MAKODAM V/BRW,652843442591000                                                                                                                                                                                                                                 ,BPG 135 DENMADAM VBRW,31/12/2024,0.0,0.0,0.0,0.0
3149.0,PENGADILAN MILITER  III   12 DI SURABAYA,653256633141000                                                                                                                                                                                                                                 ,BPG 135 DILMIL III 12 SBY,31/12/2024,0.0,0.0,0.0,0.0
3150.0,PENGADILAN MILITER  III   12 DI SURABAYA,651556633151000                                                                                                                                                                                                                                 ,BPG 135 DILMIL III 12 SBY,31/12/2024,0.0,0.0,0.0,0.0
3151.0,DINAS PERINDUSTRIAN DAN PERDAGANGAN JAWA TIMUR,8100120590291000,BPG 135 PPIKM DISPERINDAG JATIM,31/12/2024,0.0,0.0,0.0,0.0
3152.0,DINAS KELAUTAN DAN PERIKANAN PROVINSI JAWA TIMUR,0591901000                                                                                                                                                                                                                                      ,BPG 135 DINAS KP PROV JATIM,31/12/2024,0.0,0.0,0.0,0.0
3153.0,DINAS PETERNAKAN PROVINSI JAWA TIMUR,9890780591861000                                                                                                                                                                                                                                ,BPG 135 DINAS PETERNAKAN JATIM (059186),31/12/2024,0.0,0.0,0.0,0.0
3154.0,DINAS PENANAMAN MODAL DAN PELAYANAN TEADU SATU PINTU PROVINSI JAWA TIMUR,9890244841531000                                                                                                                                                                                                                                ,BPG 135 DINAS PMPTSP JATIM,31/12/2024,0.0,0.0,0.0,0.0
3155.0,DINAS KESEHATAN PROVINSI JAWA TIMUR,0500091000,BPG 135 DINKES JATIM 01,31/12/2024,0.0,0.0,0.0,0.0
3156.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,0500401000,BPG 135 DIPERTA DAN KP 050040,31/12/2024,0.0,0.0,0.0,0.0
3157.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,8100120590001000                                                                                                                                                                                                                                ,BPG 135 DIPERTA DAN KP 059000,31/12/2024,0.0,0.0,0.0,0.0
3158.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,8100120590041000                                                                                                                                                                                                                                ,BPG 135 DIPERTA DAN KP 059004,31/12/2024,0.0,0.0,0.0,0.0
3159.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,8100120591061000                                                                                                                                                                                                                                ,BPG 135 DIPERTA DAN KP 059106,31/12/2024,0.0,0.0,0.0,0.0
3160.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,8100120591781000                                                                                                                                                                                                                                ,BPG 135 DIPERTA DAN KP 059178,31/12/2024,0.0,0.0,0.0,0.0
3161.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,8100120591791000                                                                                                                                                                                                                                ,BPG 135 DIPERTA DAN KP 059179,31/12/2024,0.0,0.0,0.0,0.0
3162.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,8100120591851000                                                                                                                                                                                                                                ,BPG 135 DIPERTA DAN KP 059185,31/12/2024,0.0,0.0,0.0,0.0
3163.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,8100120594441000                                                                                                                                                                                                                                ,BPG 135 DIPERTA DAN KP 059444,31/12/2024,0.0,0.0,0.0,0.0
3164.0,DINAS PERKEBUNAN PROVINSI JAWA TIMUR,0591871000                                                                                                                                                                                                                                      ,BPG 135 DISBUN JATIM (059187),31/12/2024,0.0,0.0,0.0,0.0
3165.0,DINAS PERKEBUNAN PROVINSI JAWA TIMUR,0591141000                                                                                                                                                                                                                                      ,BPG 135 DISBUN JATIM 05DK,31/12/2024,0.0,0.0,0.0,0.0
3166.0,DINAS PERKEBUNAN PROVINSI JAWA TIMUR,0591801000                                                                                                                                                                                                                                      ,BPG 135 DISBUN JATIM 05TP,31/12/2024,0.0,0.0,0.0,0.0
3167.0,DINAS KOPERASI. UKM. PERINDUSTRIAN DAN PERDAGANGAN KAB. GRESIK,9890770501491000                                                                                                                                                                                                                                ,BPG 135 DISKUMPERDAG KAB GRESIK,31/12/2024,0.0,0.0,0.0,0.0
3168.0,DISTRIK NAVIGASI SURABAYA,8100124129511000                                                                                                                                                                                                                                ,BPG 135 DISNAVKELAS I SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3169.0,DINAS PERINDUSTRIAN. PERDAGANGAN DAN KOPERASI PROVINSI JAWA TIMUR,8100126911211000,BPG 135 DISPERINDAG PROV JATIM,31/12/2024,0.0,0.0,0.0,0.0
3170.0,DINAS PERINDUSTRIAN. PERDAGANGAN DAN KOPERASI PROVINSI JAWA TIMUR,8100120591121000                                                                                                                                                                                                                                ,BPG 135 DISPERINDAG JATIM 02,31/12/2024,0.0,0.0,0.0,0.0
3171.0,DINAS PERINDUSTRIAN. PERDAGANGAN DAN KOPERASI PROVINSI JAWA TIMUR,8100120590251000,BPG 135 DISPERINDAG JATIM 03,31/12/2024,0.0,0.0,0.0,0.0
3172.0,DITINTELKAM POLDA JATIM,8100126439161000                                                                                                                                                                                                                                ,BPG 135 DIT INTELKAM POLDA JATIM,31/12/2024,0.0,0.0,0.0,0.0
3173.0,DITBINMAS POLDA JATIM,8100126766301000                                                                                                                                                                                                                                ,BPG 135 DITBINMAS POLDA JATIM,31/12/2024,0.0,0.0,0.0,0.0
3174.0,DITLANTAS POLDA JATIM,8100126439411000                                                                                                                                                                                                                                ,BPG 135 DITLANTAS POLDA JATIM,31/12/2024,0.0,0.0,0.0,0.0
3175.0,DITPAMOBVIT POLDA JAWA TIMUR,8100126796001000                                                                                                                                                                                                                                ,BPG 135 DITPAMOBVIT POLDA JATIM,31/12/2024,0.0,0.0,0.0,0.0
3176.0,DITPOLAIRUD POLDA JATIM,652376440191000                                                                                                                                                                                                                                 ,BPG 135 DITPOLAIR POLDA JATIM,31/12/2024,0.0,0.0,0.0,0.0
3177.0,DITRESKRIMSUS POLDA JATIM,8100126786471000                                                                                                                                                                                                                                ,BPG 135 DITRESKRIMSUS POLDA JATIM,31/12/2024,0.0,0.0,0.0,0.0
3178.0,DITRESKRIMUM POLDA JATIM,8100126439201000                                                                                                                                                                                                                                ,BPG 135 DITRESKRIMUM POLDA JATIM,31/12/2024,1763206956300.0,0.0,0.0,0.0
3179.0,DITSAMAPTA POLDA JATIM,8100126439371000                                                                                                                                                                                                                                ,BPG 135 DITSHABARA POLDA JATIM,31/12/2024,0.0,0.0,0.0,0.0
3180.0,DINAS PETERNAKAN PROVINSI JAWA TIMUR,80047000591811000                                                                                                                                                                                                                               ,BPG 135 DNS PETERNAKAN JATIM 06 TP,31/12/2024,0.0,0.0,0.0,0.0
3181.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,654236907031000,BPG 135 DPKP PROV JATIM,31/12/2024,0.0,0.0,0.0,0.0
3182.0,ITWASDA POLDA JATIM,8100126786121000,BPG 135 ITWASDA POLDA JATIM,31/12/2024,0.0,0.0,0.0,0.0
3183.0,KANTOR IMIGRASI KELAS I TANJUNG PERAK,9898014089531000                                                                                                                                                                                                                                ,BPG 135 KANIM TANJUNG PERAK SBY,31/12/2024,0.0,0.0,0.0,0.0
3184.0,UNIT PENYELENGGARA PELABUHAN BAWEAN,650694136891000                                                                                                                                                                                                                                 ,BPG 135 KANPEL BAWEAN JATIM,31/12/2024,0.0,0.0,0.0,0.0
3185.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,650894087531000                                                                                                                                                                                                                                 ,BPG 135 KANWIL KEMENKUMHAM JATIM 408753,31/12/2024,0.0,0.0,0.0,0.0
3186.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,650924087541000                                                                                                                                                                                                                                 ,BPG 135 KANWIL KEMENKUMHAM JATIM 408754,31/12/2024,0.0,0.0,0.0,0.0
3187.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,650854087551000                                                                                                                                                                                                                                 ,BPG 135 KANWIL KEMENKUMHAM JATIM 408755,31/12/2024,0.0,0.0,0.0,0.0
3188.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,650474087561000                                                                                                                                                                                                                                 ,BPG 135 KANWIL KEMENKUMHAM JATIM 408756,31/12/2024,0.0,0.0,0.0,0.0
3189.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,651064087571000                                                                                                                                                                                                                                 ,BPG 135 KANWIL KEMENKUMHAM JATIM 408757,31/12/2024,0.0,0.0,0.0,0.0
3190.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,653984087581000,BPG 135 KANWIL KEMENKUMHAM JATIM 408758,31/12/2024,0.0,0.0,0.0,0.0
3191.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,653574087591000                                                                                                                                                                                                                                 ,BPG 135 KANWIL KEMENKUMHAM JATIM 408759,31/12/2024,0.0,0.0,0.0,0.0
3192.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,653204087601000                                                                                                                                                                                                                                 ,BPG 135 KANWIL KEMENKUMHAM JATIM 408760,31/12/2024,0.0,0.0,0.0,0.0
3193.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,9890854087511000                                                                                                                                                                                                                                ,BPG 135 KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3194.0,KANTOR KEMENTERIAN. AGAMA KAB. GRESIK,652594178221000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG GRESIK 417822,31/12/2024,0.0,0.0,0.0,0.0
3195.0,KANTOR KEMENTERIAN. AGAMA KAB. GRESIK,653004178251000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG GRESIK 417825,31/12/2024,0.0,0.0,0.0,0.0
3196.0,KANTOR KEMENTERIAN. AGAMA KAB. GRESIK,652734178261000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG GRESIK 417826,31/12/2024,0.0,0.0,0.0,0.0
3197.0,KANTOR KEMENTERIAN. AGAMA KAB. GRESIK,653594178301000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG GRESIK 417830,31/12/2024,0.0,0.0,0.0,0.0
3198.0,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,652594178161000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG SBY 417816,31/12/2024,0.0,0.0,0.0,0.0
3199.0,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,653004178171000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG SBY 417817,31/12/2024,0.0,0.0,0.0,0.0
3200.0,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,652734178181000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG SBY 417818,31/12/2024,0.0,0.0,0.0,0.0
3201.0,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,653614178191000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG SBY 417819,31/12/2024,0.0,0.0,0.0,0.0
3202.0,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,651814178201000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG SBY 417820,31/12/2024,0.0,0.0,0.0,0.0
3203.0,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,653624178211000,BPG 135 KEMENAG SBY 417821,31/12/2024,0.0,0.0,0.0,0.0
3204.0,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,651884178231000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG SBY 417823,31/12/2024,0.0,0.0,0.0,0.0
3205.0,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,653584178241000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG SBY 417824,31/12/2024,0.0,0.0,0.0,0.0
3206.0,KODIM 0830 REM  084 /SURABAYA UTARA,652816850541000                                                                                                                                                                                                                                 ,BPG 135 KODIM 0830/SURABAYA UTARA,31/12/2024,0.0,0.0,0.0,0.0
3207.0,KODIM 0831 REM  084 /SURABAYA TIMUR,652816850551000                                                                                                                                                                                                                                 ,BPG 135 KODIM 0831/SURABAYA TIMUR,31/12/2024,0.0,0.0,0.0,0.0
3208.0,KODIM 0832 / SURABAYA SELATAN,652816850571000                                                                                                                                                                                                                                 ,BPG 135 KODIM 0832/SURABAYA SELATAN,31/12/2024,0.0,0.0,0.0,0.0
3209.0,KOGARTAP III/SBY,8100126843351000                                                                                                                                                                                                                                ,BPG 135 KOGARTAP III/SBY,31/12/2024,0.0,0.0,0.0,0.0
3210.0,KOREM 084/W DAM V/BRW,652813442811000                                                                                                                                                                                                                                 ,BPG 135 KOREM 084/BJ,31/12/2024,0.0,0.0,0.0,0.0
3211.0,KANTOR KESYAHBANDARAN DAN OTORITAS PELABUHAN GRESIK,9890274129051000                                                                                                                                                                                                                                ,BPG 135 KSOP GRESIK,31/12/2024,0.0,0.0,0.0,0.0
3212.0,KANTOR KESYAHBANDARAN UTAMA TANJUNG PERAK,9890274134281000                                                                                                                                                                                                                                ,BPG 135 KSOP UTAMA TG PERAK SBY,31/12/2024,0.0,0.0,0.0,0.0
3213.0,LABFOR CAB SURABAYA,8100126440511000                                                                                                                                                                                                                                ,BPG 135 LABFOR CAB SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3214.0,LANUD MULYONO,651663448401000                                                                                                                                                                                                                                 ,BPG 135 LANUD SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3215.0,MADRASAH ALIYAH NEGERI 1 GRESIK KAB. GRESIK,652734258401000                                                                                                                                                                                                                                 ,BPG 135 MAN 1 GRESIK,31/12/2024,0.0,0.0,0.0,0.0
3216.0,MADRASAH ALIYAH NEGERI 2 GRESIK KAB. GRESIK,8100545989861000                                                                                                                                                                                                                                ,BPG 135 MAN 2 GRESIK,31/12/2024,0.0,0.0,0.0,0.0
3217.0,MADRASAH ALIYAH NEGERI SURABAYA KOTA SURABAYA,8100124238431000                                                                                                                                                                                                                                ,BPG 135 MAN SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3218.0,MADRASAH TSANAWIYAH NEGERI SURABAYA I KOTA SURABAYA,652734257151000                                                                                                                                                                                                                                 ,BPG 135 MTS N 1 SBY,31/12/2024,0.0,0.0,0.0,0.0
3219.0,MADRASAH TSANAWIYAH NEGERI 4 KOTA SURABAYA,8100126055081000                                                                                                                                                                                                                                ,BPG 135 MTS NEGERI 4 KOTA SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3220.0,MADRASAH TSANAWIYAH NEGERI 3 SURABAYA KOTA SURABAYA,652735736031000                                                                                                                                                                                                                                 ,BPG 135 MTSN 3 KOTA SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3221.0,MADRASAH TSANAWIYAH NEGERI GRESIK KAB. GRESIK,8100544257211000                                                                                                                                                                                                                                ,BPG 135 MTSN GRESIK,31/12/2024,0.0,0.0,0.0,0.0
3222.0,MADRASAH TSANAWIYAH NEGERI SURABAYA II KOTA SURABAYA,8100124257771000                                                                                                                                                                                                                                ,BPG 135 MTSN II SURABAYA,31/12/2024,0.0,0.0,0.0,0.0
3223.0,PENGADILAN AGAMA BAWEAN,653254012871000                                                                                                                                                                                                                                 ,BPG 135 PA BAWEAN 01,31/12/2024,0.0,0.0,0.0,0.0
3224.0,PALDAM V/BRW,652813442661000                                                                                                                                                                                                                                 ,BPG 135 PALDAM V/BRAWIJAYA,31/12/2024,0.0,0.0,0.0,0.0
3225.0,PENGADILAN AGAMA BAWEAN,651544012881000                                                                                                                                                                                                                                 ,BPG 135 PENGADILAN AGAMA BAWEAN 04,31/12/2024,0.0,0.0,0.0,0.0
3226.0,PENGADILAN AGAMA GRESIK,653244012931000                                                                                                                                                                                                                                 ,BPG 135 PENGADILAN AGAMA GRESIK,31/12/2024,0.0,0.0,0.0,0.0
